Code commune,Libelle de la commune,Population totale,APL aux medecins generalistes,APL aux medecins generalistes de 65 ans et moins,APL aux medecins generalistes de 62 ans et moins,Population standardisee par la consommation de soins par tranche d age
65398,Salechan,254,"2,524","2,37","1,894","276,376"
65399,Saligos,102,"4,764","2,2","2,2","112,867"
65400,Salles,229,"3,27","2,699","2,404","235,083"
65401,Salles Adour,581,"4,601","4,074","3,528","594,006"
65402,Samuran,25,"1,33","1,177","0,921","20,782"
65403,Sanous,100,"2,392","2,191","1,9","97,664"
65404,Sariac Magnoac,154,"4,487","4,153","2,776","177,693"
65405,Sarlabous,75,"0,585","0,585","0,54","81,308"
65406,Sarniguet,257,"3,593","3,39","2,948","252,054"
65407,Sarp,107,"2,549","2,181","1,852","113,99"
65408,Sarrancolin,563,"3,989","2,961","2,961","618,061"
65409,Sarriac Bigorre,301,"3,251","3,05","2,758","325,659"
65410,Sarrouilles,518,"3,439","3,13","2,771","553,195"
65411,Sassis,77,"4,764","2,2","2,2","79,185"
65412,Sauveterre,167,"3,085","2,483","2,385","174,286"
65413,Sazos,139,"4,764","2,2","2,2","135,093"
65414,Segalas,79,"3,629","3,227","2,936","83,89"
65415,Segus,242,"4,046","3,049","2,781","253,546"
65416,Seich,86,"0,732","0,732","0,732","90,224"
65417,Semeac,5085,"4,722","4,179","3,553","5426,661"
65418,Senac,291,"2,05","2,05","1,953","301,13"
65419,Sentous,68,"2,859","2,859","2,012","82,928"
65420,Sere en Lavedan,77,"3,27","2,699","2,404","83,443"
65421,Sere Lanso,50,"1,095","0,785","0,732","50,899"
65422,Seron,332,"2,564","2,564","2,349","335,105"
65423,Sere Rustaing,131,"1,979","1,979","1,934","135,691"
65424,Sers,117,"4,764","2,2","2,2","118,421"
65425,Siarrouy,447,"2,409","2,34","2,027","454,33"
65426,Sinzos,132,"1,363","1,363","1,23","136,759"
65427,Siradan,283,"2,158","1,881","1,442","328,491"
65428,Sireix,63,"1,45","1,276","1,115","64,926"
65429,Sombrun,206,"2,883","2,281","2,184","229,011"
65430,Soreac,43,"2,389","2,347","2,191","40,964"
65431,Sost,95,"0,202","0,126","0,053","113,758"
65432,Soublecause,180,"2,045","1,414","0,999","190,949"
65433,Soues,3066,"3,694","3,257","2,777","3239,046"
65435,Soulom,274,"4,907","3,791","2,886","278,946"
65436,Souyeaux,305,"2,421","2,274","2,028","316,499"
65437,Tajan,129,"1,697","1,594","0,915","139,933"
65438,Talazac,76,"2,38","2,324","1,915","81,06"
65439,Tarasteix,271,"1,889","1,861","1,608","281,579"
65440,Tarbes,42758,"4,118","3,548","2,952","43387,035"
65441,Thebe,78,"1,644","1,49","1,124","83,95"
65442,Thermes Magnoac,211,"4,881","4,381","3,026","234,469"
65443,Thuy,17,"1,031","1,031","0,941","15,807"
65444,Tibiran Jaunac,319,"1,982","1,704","1,486","374,798"
65445,Tilhouse,227,"2,515","2,308","1,85","260,294"
65446,Tostat,547,"3,487","3,284","2,842","554,12"
65447,Tournay,1172,"2,465","2,348","1,979","1242,363"
65448,Tournous Darre,92,"2,663","2,663","2,288","98,281"
65449,Tournous Devant,90,"3,355","3,251","1,913","102,14"
65450,Tramezaïgues,37,"10,603","9,257","9,257","34,104"
65451,Trebons,753,"4,175","3,821","3,463","807,133"
65452,Trie sur Baïse,1007,"3,904","3,904","3,432","1210,122"
65453,Troubat,75,"1,533","1,302","0,973","81,645"
65454,Trouley Labarthe,104,"1,705","1,705","1,705","103,795"
65455,Tuzaguet,438,"3,04","2,833","2,419","485,923"
65456,Uglas,288,"3,148","2,837","2,029","310,073"
65457,Ugnouas,83,"2,595","2,525","2,213","82,813"
65458,Uz,31,"1,871","1,609","1,368","30,876"
65459,Uzer,102,"2,449","2,248","2,046","108,26"
65460,Vic en Bigorre,4843,"3,334","2,933","2,641","5325,317"
65461,Vidou,112,"2,714","2,714","2,527","114,651"
65462,Vidouze,243,"3,208","2,806","2,806","266,856"
65463,Viella,85,"4,764","2,2","2,2","86,173"
65464,Vielle Adour,505,"4,192","3,753","3,339","499,842"
65465,Vielle Aure,325,"10,638","8,778","8,778","353,781"
65466,Vielle Louron,86,"5,626","4,598","0,88","85,255"
65467,Vier Bordes,98,"3,27","2,699","2,404","99,28"
65468,Vieuzos,40,"2,773","2,773","1,642","50,539"
65469,Viey,25,"4,764","2,2","2,2","27,918"
65470,Viger,144,"3,64","2,846","2,578","148,952"
65471,Vignec,215,"10,638","8,778","8,778","214,435"
65472,Villefranque,76,"2,828","1,997","1,671","83,196"
65473,Villelongue,397,"7,17","4,976","4,098","420,258"
65474,Villembits,112,"2,714","2,714","2,527","119,615"
65475,Villemur,60,"4,487","4,153","2,776","68,92"
65476,Villenave pres Bearn,64,"2,5","2,5","2,36","70,033"
65477,Villenave pres Marsac,101,"2,595","2,525","2,213","97,997"
65478,Viscos,32,"4,764","2,2","2,2","33,453"
65479,Visker,351,"2,306","2,044","1,854","380,181"
65481,Bareges,159,"3,176","1,467","1,467","170,328"
65482,Cantaous,442,"4,156","3,846","2,993","519,24"
66001,L Albere,73,"0,648","0,599","0,279","79,8"
66002,Alenya,3645,"4,654","4,198","3,716","3749,894"
66003,Amelie les Bains Palalda,3542,"4,947","3,342","2,916","4168,383"
66004,Les Angles,553,"6,881","6,881","6,604","569,407"
66005,Angoustrine Villeneuve des Escaldes,561,"6,373","5,625","5,201","568,485"
66006,Ansignan,165,"4,719","4,403","4,403","177,518"
66007,Arboussols,124,"0,956","0,956","0,813","137,252"
66008,Argeles sur Mer,10260,"5,35","4,705","4,182","11612,59"
66009,Arles sur Tech,2724,"3,611","2,127","1,725","3000,293"
66010,Ayguatebia Talau,36,0,0,0,"42,285"
66011,Bages,4291,"3,765","3,23","2,826","4461,91"
66012,Baho,3431,"4,292","3,627","3,3","3441,626"
66013,Baillestavy,117,"0,145","0,145","0,074","115,971"
66014,Baixas,2612,"2,013","1,721","1,699","2611,342"
66015,Banyuls dels Aspres,1271,"3,81","3,34","2,873","1312,655"
66016,Banyuls sur Mer,4738,"4,598","4,178","4,087","5398,466"
66017,Le Barcares,5771,"3,483","3,077","2,737","6505,638"
66018,La Bastide,68,0,0,0,"79,083"
66019,Belesta,216,"1,101","1,101","0,876","228,979"
66020,Bolquere,818,"6,756","6,756","5,079","816,559"
66021,Bompas,7426,"4,543","3,928","3,483","7814,85"
66022,Boule d Amont,55,0,0,0,"59,526"
66023,Bouleternere,949,"2,609","2,584","2,034","948,344"
66024,Le Boulou,5278,"4,341","3,832","3,308","5775,93"
66025,Bourg Madame,1207,"6,1","5,352","4,945","1221,288"
66026,Brouilla,1532,"3,862","3,387","2,868","1551,068"
66027,La Cabanasse,694,"6,362","6,362","4,887","681,952"
66028,Cabestany,10301,"5,051","4,495","4,009","10858,273"
66029,Caixas,134,"0,228","0,228","0,228","150,654"
66030,Calce,213,"1,41","1,273","1,262","207,727"
66032,Calmeilles,59,0,0,0,"58,536"
66033,Camelas,460,"3,266","2,724","2,5","498,924"
66034,Campome,111,"1,792","1,792","1,64","118,307"
66035,Campoussy,40,"4,98","4,98","4,98","42,436"
66036,Canaveilles,24,"0,613","0,613","0,613","26,538"
66037,Canet en Roussillon,12284,"5,07","4,497","4,047","14071,524"
66038,Canohes,6344,"4,408","3,619","3,315","6432,292"
66039,Caramany,137,"0,32","0,32","0,207","162,862"
66040,Casefabre,41,"0,32","0,32","0,207","43,231"
66041,Cases de Pene,940,"2,07","1,894","1,883","880,708"
66042,Cassagnes,265,"0,903","0,903","0,791","290,646"
66043,Casteil,136,"2,025","1,549","1,469","141,368"
66044,Castelnou,293,"1,388","1,011","1,011","316,983"
66045,Catllar,780,"3,458","3,458","3,153","850,682"
66046,Caudies de Fenouilledes,603,"5,529","4,197","4,197","687,47"
66047,Caudies de Conflent,18,0,0,0,"20,91"
66048,Cerbere,1345,"4,123","4,044","4,044","1505,57"
66049,Ceret,7857,"4,291","3,527","3,153","8722,242"
66050,Claira,4470,"3,079","2,705","2,363","4525,177"
66051,Clara Villerach,265,"1,411","1,411","1,33","277,667"
66052,Codalet,368,"3,842","3,525","3,212","418,804"
66053,Collioure,2407,"4,087","3,577","3,18","2875,022"
66054,Conat,60,"1,682","1,682","1,439","62,995"
66055,Corbere,762,"2,674","2,347","1,939","737,1"
66056,Corbere les Cabanes,1048,"3,115","2,701","2,293","1045,423"
66057,Corneilla de Conflent,530,"3,464","2,989","2,747","545,785"
66058,Corneilla la Riviere,1975,"3,048","2,742","2,506","1962,714"
66059,Corneilla del Vercol,2327,"4,674","4,189","3,684","2342,952"
66060,Corsavy,222,"1,71","0,962","0,828","240,126"
66061,Coustouges,93,"6,019","6,019",0,"114,003"
66062,Dorres,169,"4,603","4,104","3,681","176,968"
66063,Les Cluses,234,"3,176","2,824","2,365","257,446"
66064,egat,421,"5,116","4,867","3,449","414,759"
66065,Elne,9248,"5,404","4,825","4,214","9395,094"
66066,Enveitg,637,"5,508","4,76","4,556","637,618"
66067,Err,668,"5,65","5,4","4,293","746,415"
66068,Escaro,108,"0,623","0,465","0,465","110,426"
66069,Espira de l Agly,3475,"2,296","1,97","1,836","3459,419"
66070,Espira de Conflent,165,"2,166","2,166","1,759","174,177"
66071,Estagel,2049,"2,479","2,439","2,439","2143,173"
66072,Estavar,477,"3,151","3,151","2,321","486,424"
66073,Estoher,138,"1,275","1,275","1,02","152,361"
66074,Eus,381,"3,622","3,622","3,134","436,906"
66075,Eyne,141,"7,622","7,622","5,724","140,823"
66076,Feilluns,65,"1,999","1,66","1,66","70,533"
66077,Fenouillet,88,"2,546","1,372","1,372","90,387"
66078,Fillols,189,"2,105","1,63","1,469","199,801"
66079,Finestret,192,"2,166","2,166","1,759","209,706"
66080,Fontpedrouse,117,"0,613","0,613","0,613","127,261"
66081,Fontrabiouse,125,"4,105","4,105","4,105","122,33"
66082,Formigueres,505,"6,156","6,156","6,156","473,304"
66083,Fosse,41,"3,867","3,032","3,032","44,772"
66084,Fourques,1311,"2,387","1,849","1,67","1299,846"
66085,Fuilla,443,"3,383","2,908","2,747","478,708"
66086,Glorianes,25,0,0,0,"25,002"
66088,Ille sur Têt,5513,"2,528","2,334","1,855","5933,572"
66089,Joch,321,"1,42","1,42","1,094","326,178"
66090,Jujols,44,"0,613","0,613","0,613","49,091"
66091,Lamanere,57,0,0,0,"67,725"
66092,Lansac,90,"3,712","3,396","3,396","84,89"
66093,Laroque des Alberes,2140,"2,518","2,253","1,946","2450,921"
66094,Latour Bas Elne,3158,"4,021","3,616","3,2","3308,736"
66095,Latour de Carol,439,"4,406","3,658","3,455","452,978"
66096,Latour de France,1038,"1,633","1,633","1,633","1111,448"
66097,Lesquerde,139,"3,6","3,284","3,284","157,517"
66098,La Llagonne,220,"7,548","7,548","6,293","232,547"
66099,Llauro,317,"1,967","1,683","1,573","333,465"
66100,Llo,171,"6,378","6,129","4,745","174,337"
66101,Llupia,2074,"3,016","2,393","2,277","2186,927"
66102,Mantet,29,0,0,0,"29,26"
66103,Marquixanes,574,"3,532","3,532","2,932","571,604"
66104,Los Masos,982,"2,747","2,747","2,443","971,221"
66105,Matemale,277,"6,881","6,881","6,604","274,151"
66106,Maureillas las Illas,2568,"3,757","3,346","2,993","2777,957"
66107,Maury,794,"4,591","4,275","4,275","858,823"
66108,Millas,4264,"3,556","3,103","2,796","4410,709"
66109,Molitg les Bains,242,"1,792","1,792","1,64","267,043"
66111,Montalba le Chateau,149,"2,444","2,444","2,149","155,779"
66112,Montauriol,251,"1,107","0,84","0,773","264,736"
66113,Montbolo,177,"1,901","1,165","0,897","230,709"
66114,Montescot,1647,"3,874","3,489","3,045","1689,483"
66115,Montesquieu des Alberes,1235,"2,691","2,425","2,058","1362,7"
66116,Montferrer,186,0,0,0,"197,244"
66117,Mont Louis,148,"8,413","8,413","6,938","153,401"
66118,Montner,338,"2,05","2,025","2,025","341,915"
66119,Mosset,318,"1,566","1,566","1,566","340,99"
66120,Nahuja,76,"5,431","4,933","4,526","81,009"
66121,Nefiach,1287,"2,507","2,313","1,906","1291,623"
66122,Nohedes,60,0,0,0,"64,319"
66123,Nyer,151,"1,029","1,029","1,029","180,609"
66124,Font Romeu Odeillo Via,1840,"4,842","4,842","3,221","1808,553"
66125,Olette,351,"2,201","2,043","1,962","393,618"
66126,Oms,332,"0,059","0,059","0,059","377,631"
66127,Opoul Perillos,1192,"0,312","0,293","0,166","1146,2"
66128,Oreilla,25,"0,92","0,92","0,92","26,433"
66129,Ortaffa,1591,"3,598","3,134","2,673","1599,377"
66130,Osseja,1350,"5,431","4,933","4,526","1381,591"
66132,Palau de Cerdagne,417,"5,431","4,933","4,526","423,3"
66133,Palau del Vidre,3094,"4,46","3,963","3,504","3179,503"
66134,Passa,970,"2,942","2,319","2,038","931,407"
66136,Perpignan,119344,"4,986","4,169","3,561","121537,176"
66137,Le Perthus,549,"1,094","0,996","0,623","589,186"
66138,Peyrestortes,1527,"3,77","3,173","2,848","1593,866"
66139,Pezilla de Conflent,40,"3,32","3,32","3,32","48,259"
66140,Pezilla la Riviere,3812,"4,803","4,181","3,754","3822,005"
66141,Pia,9849,"4,867","4,212","3,709","9680,461"
66142,Planes,54,"2,322","2,322","1,548","52,568"
66143,Planezes,93,"1,463","1,463","1,463","102,32"
66144,Pollestres,5229,"4,526","3,842","3,415","5245,416"
66145,Ponteilla,2841,"3,144","2,622","2,457","2796,023"
66146,Porta,115,"1,338","0,839","0,839","121,847"
66147,Porte Puymorens,105,"0,669","0,42","0,42","113,481"
66148,Port Vendres,4016,"4,351","3,809","3,515","4519,264"
66149,Prades,6028,"3,671","3,512","3,127","6669,437"
66150,Prats de Mollo la Preste,1175,"9,029","3,924","3,924","1316,616"
66151,Prats de Sournia,78,"4,98","4,98","4,98","96,781"
66152,Prugnanes,103,"5,785","4,295","4,295","106,233"
66153,Prunet et Belpuig,48,0,0,0,"51,284"
66154,Puyvalador,63,"4,108","4,108","4,108","64,643"
66155,Py,80,"0,426","0,268","0,268","88,629"
66156,Rabouillet,93,"4,98","4,98","4,98","106,712"
66157,Railleu,26,0,0,0,"30,217"
66158,Rasigueres,151,"0,764","0,764","0,764","167,934"
66159,Real,63,"4,105","4,105","4,105","64,778"
66160,Reynes,1255,"4,307","3,34","2,995","1376,372"
66161,Ria Sirach,1348,"3,952","3,635","3,321","1401,252"
66162,Rigarda,648,"1,42","1,42","1,094","637,71"
66164,Rivesaltes,8888,"3,999","3,38","2,933","9133,234"
66165,Rodes,628,"2,493","2,468","1,917","642,25"
66166,Sahorre,391,"2,412","1,937","1,775","407,611"
66167,Saillagouse,1146,"7,243","6,994","5,39","1133,795"
66168,Saint Andre,3422,"5,276","4,653","4,002","3808,326"
66169,Saint Arnac,111,"5,288","4,475","4,475","117,559"
66170,Sainte Colombe de la Commanderie,161,"2,478","1,88","1,813","162,155"
66171,Saint Cyprien,11040,"4,102","3,68","3,265","12796,092"
66172,Saint Esteve,11719,"3,806","3,216","2,89","12452,784"
66173,Saint Feliu d Amont,1194,"3,556","3,103","2,796","1137,917"
66174,Saint Feliu d Avall,2874,"4,793","4,069","3,653","2888,381"
66175,Saint Genis des Fontaines,2841,"4,368","3,887","3,294","3263,013"
66176,Saint Hippolyte,3198,"3,658","3,253","2,855","3198,414"
66177,Saint Jean Lasseille,1541,"3,034","2,536","2,156","1444,15"
66178,Saint Jean Pla de Corts,2273,"3,955","3,3","2,876","2356,607"
66179,Saint Laurent de Cerdans,1044,"6,019","6,019",0,"1219,86"
66180,Saint Laurent de la Salanque,10071,"3,477","3,081","2,729","10968,156"
66181,Sainte Leocadie,122,"7,42","6,921","5,814","120,663"
66182,Sainte Marie la Mer,4821,"3,237","2,935","2,714","5227,569"
66183,Saint Marsal,66,0,0,0,"74,831"
66184,Saint Martin de Fenouillet,52,"3,398","2,743","2,743","59,799"
66185,Saint Michel de Llotes,350,"2,202","2,049","1,57","371,519"
66186,Saint Nazaire,2784,"4,464","4,074","3,704","2862,786"
66187,Saint Paul de Fenouillet,1790,"5,627","4,475","4,475","1997,982"
66188,Saint Pierre dels Forcats,263,"6,362","6,362","4,887","257,046"
66189,Saleilles,5564,"5,167","4,649","4,183","5904,448"
66190,Salses le Chateau,3514,"2,042","1,812","1,521","3541,219"
66191,Sansa,19,0,0,0,"20,456"
66192,Sauto,90,"4,373","4,373","3,599","84,059"
66193,Serdinya,232,"3,373","3,056","2,895","253,5"
66194,Serralongue,219,"2,006","2,006",0,"255,227"
66195,Le Soler,7752,"6,388","5,356","4,719","7877,568"
66196,Sorede,3343,"2,959","2,625","2,246","3765,401"
66197,Souanyas,37,"0,613","0,613","0,613","45,308"
66198,Sournia,498,"4,98","4,98","4,98","552,258"
66199,Taillet,102,0,0,0,"107,109"
66201,Tarerach,43,"2,27","2,27","2,015","47,367"
66202,Targasonne,195,"6,02","5,77","4,353","179,407"
66203,Taulis,56,0,0,0,"57,698"
66204,Taurinya,332,"2,664","2,505","2,263","340,988"
66205,Tautavel,859,"1,985","1,985","1,985","905,375"
66206,Le Tech,93,"11,542","6,184","4,177","93,802"
66207,Terrats,720,"2,753","2,155","2,039","715,382"
66208,Theza,2127,"6,036","5,39","4,735","2080,486"
66209,Thues Entre Valls,40,"0,92","0,92","0,92","44,232"
66210,Thuir,7924,"3,388","2,796","2,602","8380,45"
66211,Torderes,172,"1,107","0,84","0,773","173,184"
66212,Torreilles,3839,"3,767","3,398","3,066","3934,909"
66213,Toulouges,7192,"6,195","5,185","4,637","7299,137"
66214,Tresserre,1085,"3,119","2,623","2,263","1072,332"
66215,Trevillach,160,"1,98","1,98","1,867","169,194"
66216,Trilla,75,"1,53","1,372","1,372","80,294"
66217,Trouillas,2174,"3,548","2,813","2,585","2131,501"
66218,Ur,359,"6,768","6,02","5,393","382,947"
66219,Urbanya,50,0,0,0,"57,058"
66220,Valcebollere,38,"2,795","2,795","2,592","43,119"
66221,Valmanya,34,0,0,0,"36,892"
66222,Vernet les Bains,1450,"2,412","1,937","1,775","1669,791"
66223,Villefranche de Conflent,210,"4,129","3,654","3,412","215,75"
66224,Villelongue de la Salanque,3248,"4,81","4,235","3,816","3265,54"
66225,Villelongue dels Monts,1780,"2,735","2,421","2,111","1917,216"
66226,Villemolaque,1390,"2,684","2,188","1,891","1342,419"
66227,Villeneuve de la Raho,3977,"5,896","5,225","4,572","4181,391"
66228,Villeneuve la Riviere,1372,"4,413","3,72","3,394","1377,15"
66230,Vinça,2131,"2,903","2,903","2,384","2340,835"
66231,Vingrau,574,"3,011","3,011","3,011","608,021"
66232,Vira,26,"0,339",0,0,"30,838"
66233,Vives,175,"2,687","2,37","2,178","193,129"
66234,Le Vivier,69,"3,867","3,032","3,032","86,337"
67001,Achenheim,2338,"2,561","2,234","2,01","2421,432"
67002,Adamswiller,390,"3,256","2,03","2,03","391,995"
67003,Albe,441,"3,328","3,125","2,752","449,679"
67004,Sommerau,1530,"3,43","3,25","2,743","1519,793"
67005,Alteckendorf,850,"4,806","4,291","3,895","856,608"
67006,Altenheim,213,"5,105","4,698","3,975","213,04"
67008,Altorf,1363,"4,71","4,118","3,582","1356,431"
67009,Altwiller,380,"2,814","2,656","2,318","389,146"
67010,Andlau,1738,"4,621","4,227","3,73","1843,519"
67011,Artolsheim,992,"3,546","3,366","2,784","960,025"
67012,Aschbach,647,"4,046","3,536","2,984","635,911"
67013,Asswiller,274,"2,639","1,702","1,702","277,111"
67016,Avolsheim,763,"4,148","3,655","3,166","773,28"
67017,Baerendorf,298,"2,732","1,223","0,968","289,58"
67018,Balbronn,670,"3,807","3,467","3,055","677,748"
67019,Baldenheim,1182,"4,688","4,465","3,72","1169,308"
67020,Barembach,838,"5,479","5,136","4,5","856,048"
67021,Barr,7197,"3,927","3,524","3,134","7220,539"
67022,Bassemberg,233,"3,392","3,189","2,817","238,479"
67023,Batzendorf,978,"5,856","5,285","4,732","989,306"
67025,Beinheim,1934,"3,753","3,031","2,811","1967,231"
67026,Bellefosse,163,"2,101","1,725","1,417","169,564"
67027,Belmont,177,"0,491","0,491","0,395","182,483"
67028,Benfeld,5801,"5,044","4,722","4,146","5761,805"
67029,Berg,360,"3,582","2,218","2,218","373,354"
67030,Bergbieten,722,"3,706","3,343","2,91","713,91"
67031,Bernardswiller,1437,"4,369","3,832","3,433","1435,567"
67032,Bernardville,212,"3,135","2,922","2,655","230,293"
67033,Bernolsheim,602,"6,837","6,123","5,483","586,137"
67034,Berstett,2460,"3,113","2,719","2,526","2445,03"
67035,Berstheim,444,"5,322","4,747","4,316","424,94"
67036,Bettwiller,304,"3,528","2,184","2,184","318,926"
67037,Biblisheim,365,"4,321","3,959","3,338","370,538"
67038,Bietlenheim,298,"3,012","2,871","2,559","302,497"
67039,Bilwisheim,515,"4,333","3,838","3,493","505,876"
67040,Bindernheim,1040,"3,228","3,131","2,799","1006,549"
67043,Bischheim,17353,"3,757","3,234","2,712","17105,922"
67044,Bischholtz,259,"2,403","2,106","1,881","258,703"
67045,Bischoffsheim,3329,"5,553","4,85","4,268","3381,07"
67046,Bischwiller,12746,"4,623","3,976","3,474","12622,714"
67047,Bissert,157,"3,282","2,652","2,397","154,603"
67048,Bitschhoffen,460,"3,587","3,072","2,538","454,201"
67049,Blaesheim,1301,"5,818","5,094","4,356","1344,209"
67050,Blancherupt,34,"3,179","2,802","2,282","34,041"
67051,Blienschwiller,313,"5,832","5,428","4,789","327,077"
67052,Bœrsch,2442,"4,226","3,745","3,387","2446,066"
67053,Bœsenbiesen,321,"3,78","3,599","3,05","319,937"
67054,Bolsenheim,545,"3,321","2,983","2,637","539,089"
67055,Boofzheim,1381,"3,252","3,128","2,757","1370,255"
67056,Bootzheim,763,"3,765","3,548","2,95","733,674"
67057,Bosselshausen,171,"3,355","3,001","2,592","162,934"
67058,Bossendorf,391,"4,448","4,024","3,743","385,853"
67059,Bourg Bruche,411,"2,995","1,738","1,529","415,854"
67060,Bourgheim,631,"5,317","4,772","4,216","593,824"
67061,Bouxwiller,3757,"3,785","3,38","2,892","3816,572"
67062,Breitenau,328,"3,392","3,189","2,817","326,992"
67063,Breitenbach,651,"3,212","3,009","2,636","671,808"
67065,Breuschwickersheim,1313,"3,002","2,617","2,357","1366,142"
67066,La Broque,2629,"4,695","4,467","3,831","2688,544"
67067,Brumath,10081,"5,441","5,006","4,598","10201,248"
67068,Buswiller,280,"4,214","3,689","3,242","278,942"
67069,Buhl,511,"3,448","3,087","2,755","510,497"
67070,Burbach,278,"3,794","2,279","1,893","285,401"
67071,Bust,464,"2,387","1,582","1,321","469,186"
67072,Butten,663,"3,816","2,897","2,75","669,553"
67073,Chatenois,4199,"6,54","6,054","5,186","4152,897"
67074,Cleebourg,667,"2,827","2,451","1,915","690,121"
67075,Climbach,429,"3,5","3,074","2,344","429,695"
67076,Colroy la Roche,476,"3,481","2,659","2,239","485,584"
67077,Cosswiller,583,"2,743","2,609","2,227","597,029"
67078,Crastatt,270,"4,102","3,872","3,249","261,437"
67079,Crœttwiller,181,"3,942","3,432","3,029","183,996"
67080,Dachstein,1840,"4,656","4,034","3,506","1769,705"
67081,Dahlenheim,785,"4,185","3,721","3,219","763,896"
67082,Dalhunden,1204,"2,831","2,041","1,821","1171,491"
67083,Dambach,754,"2,583","2,031","1,862","792,435"
67084,Dambach la Ville,2215,"5,003","4,651","4,074","2242,664"
67085,Dangolsheim,713,"4,38","4,009","3,469","702,793"
67086,Daubensand,447,"2,137","2,065","1,746","446,027"
67087,Dauendorf,1439,"3,832","3,25","2,766","1544,876"
67088,Dehlingen,351,"3,652","3,162","3,089","361,51"
67089,Dettwiller,2610,"4,734","4,423","3,596","2664,561"
67090,Diebolsheim,675,"3,089","2,992","2,673","660,174"
67091,Diedendorf,337,"3,208","1,756","1,246","346,333"
67092,Dieffenbach au Val,631,"3,801","3,569","3,162","667,331"
67093,Dieffenbach les Wœrth,348,"4,939","4,658","3,979","354,344"
67094,Dieffenthal,253,"4,298","4,023","3,511","250,517"
67095,Diemeringen,1595,"3,711","2,792","2,718","1683,005"
67096,Dimbsthal,318,"3,343","3,189","2,629","325,36"
67097,Dingsheim,1233,"4,323","3,655","3,195","1302,42"
67098,Dinsheim sur Bruche,1492,"3,746","3,31","3,064","1475,328"
67099,Domfessel,281,"4,387","3,571","3,571","280,55"
67100,Donnenheim,352,"3,597","3,235","2,98","345,393"
67101,Dorlisheim,2613,"5,797","5,047","4,408","2773,759"
67102,Dossenheim Kochersberg,300,"3,576","3,084","2,887","290,629"
67103,Dossenheim sur Zinsel,1038,"4,443","4,083","3,356","1085,549"
67104,Drachenbronn Birlenbach,608,"3,875","3,449","2,816","630,187"
67105,Drulingen,1438,"3,007","2,038","1,907","1521,038"
67106,Drusenheim,5268,"4,163","3,257","2,895","5332,407"
67107,Duntzenheim,656,"3,933","3,498","3,131","661,504"
67108,Duppigheim,1638,"7,312","6,272","5,375","1672,885"
67109,Durningen,656,"3,775","3,33","3,056","659,612"
67110,Durrenbach,1081,"6,728","6,18","5,311","1092,385"
67111,Durstel,424,"3,231","1,888","1,888","440,56"
67112,Duttlenheim,2865,"4,572","3,93","3,358","2853,832"
67113,Eberbach Seltz,422,"2,911","2,476","2,354","416,303"
67115,Ebersheim,2287,"6,095","5,706","4,913","2276,433"
67116,Ebersmunster,528,"5,732","5,364","4,748","519,485"
67117,Eckartswiller,434,"3,943","3,693","2,944","443,521"
67118,Eckbolsheim,7049,"3,205","2,739","2,386","6970,292"
67119,Eckwersheim,1344,"3,537","3,151","2,819","1387,058"
67120,Eichhoffen,527,"6,249","5,709","5,016","521,119"
67121,Elsenheim,810,"2,463","2,221","1,772","798,047"
67122,Wangenbourg Engenthal,1332,"1,219","1,192","1,023","1402,423"
67123,Engwiller,494,"3,798","3,313","2,861","497,364"
67124,Entzheim,2453,"7,115","6,116","5,247","2371,327"
67125,Epfig,2247,"6,624","6,059","5,284","2267,704"
67126,Erckartswiller,299,"2,054","1,787","1,608","307,08"
67127,Ergersheim,1410,"4,779","4,16","3,577","1343,499"
67128,Ernolsheim Bruche,1887,"3,392","2,91","2,51","1885,937"
67129,Ernolsheim les Saverne,595,"3,731","3,442","2,769","624,814"
67130,Erstein,10661,"4,031","3,675","3,238","10658,043"
67131,Eschau,5424,"2,301","2,033","1,748","5353,366"
67132,Eschbach,944,"6,409","5,794","4,862","967,443"
67133,Eschbourg,471,"1,489","1,139","0,877","486,72"
67134,Eschwiller,191,"2,604","1,304","1,049","184,527"
67135,Ettendorf,762,"4,497","3,972","3,593","771,536"
67136,Eywiller,275,"3,776","2,131","1,876","286,609"
67137,Fegersheim,5734,"6,125","5,34","4,596","5704,172"
67138,Fessenheim le Bas,574,"4,14","3,597","3,21","549,061"
67139,Flexbourg,474,"3,56","3,248","2,897","476,298"
67140,Forstfeld,754,"3,732","2,972","2,711","768,851"
67141,Forstheim,598,"5,729","5,106","4,304","601,972"
67142,Fort Louis,290,"1,843","1,385","1,293","285,738"
67143,Fouchy,643,"3,396","3,193","2,82","649,717"
67144,Fouday,337,"3,179","2,802","2,282","337,862"
67145,Friedolsheim,258,"4,056","3,71","3,208","255,071"
67146,Friesenheim,618,"3,181","3,084","2,734","614,714"
67147,Frœschwiller,498,"5,401","4,979","4,204","509,235"
67148,Frohmuhl,168,"2,272","1,447","1,369","178,263"
67149,Furchhausen,421,"5,382","5,044","4,168","414,224"
67150,Furdenheim,1366,"4,103","3,562","3,162","1315,77"
67151,Gambsheim,5041,"4,475","3,889","3,468","5078,687"
67152,Geispolsheim,7561,"5,373","4,669","3,994","7650,313"
67153,Geiswiller Zœbersdorf,397,"3,652","3,301","2,838","416,418"
67154,Gerstheim,3449,"2,98","2,864","2,415","3474,513"
67155,Gertwiller,1258,"5,934","5,371","4,75","1215,638"
67156,Geudertheim,2586,"2,632","2,583","2,323","2591,329"
