Code commune,Libelle de la commune,Population totale,APL aux medecins generalistes,APL aux medecins generalistes de 65 ans et moins,APL aux medecins generalistes de 62 ans et moins,Population standardisee par la consommation de soins par tranche d age
01001,L Abergement Clemenciat,779,"2,169","2,088","2,088","775,023"
01002,L Abergement de Varey,256,"2,603","2,266","1,838","252,742"
01004,Amberieu en Bugey,14134,"3,443","3,167","2,555","13796,994"
01005,Amberieux en Dombes,1751,"4,355","4,355","3,832","1717,427"
01006,Ambleon,112,"0,919","0,796","0,796","117,329"
01007,Ambronay,2800,"3,914","3,477","2,968","2720,55"
01008,Ambutrix,762,"3,395","3,054","2,617","725,662"
01009,Andert et Condon,326,"4,152","3,781","3,458","341,338"
01010,Anglefort,1105,"2,098","2,006","1,899","1071,237"
01011,Apremont,368,"1,567","1,212","0,917","359,958"
01012,Aranc,329,"1,284","1,284","1,284","348,205"
01013,Arandas,143,"0,371","0,371","0,159","146,048"
01014,Arbent,3349,"2,175","1,664","1,452","3345,621"
01015,Arboys en Bugey,650,"2,866","2,441","2,381","671,763"
01016,Arbigny,460,"2,326","2,242","2,151","459,643"
01017,Argis,457,"1,113","1,113","0,476","466,785"
01019,Armix,27,0,0,0,"29,135"
01021,Ars sur Formans,1457,"1,835","1,823","1,514","1405,669"
01022,Artemare,1249,"4,019","3,434","2,951","1293,936"
01023,Asnieres sur Saone,76,"1,349","1,349","1,189","77,106"
01024,Attignat,3251,"3,449","2,856","2,556","3154,25"
01025,Bage Dommartin,4065,"2,864","2,814","2,566","3958,891"
01026,Bage le Chatel,973,"3,612","3,562","3,244","1020,672"
01027,Balan,2563,"3,204","2,855","2,528","2260,434"
01028,Baneins,617,"2,218","2,094","2,035","607,283"
01029,Beaupont,685,"2,401","1,479","1,406","684,464"
01030,Beauregard,829,"3,87","3,595","3,274","797,939"
01031,Bellignat,3652,"3,083","2,232","1,738","3542,703"
01032,Beligneux,3376,"1,575","1,336","1,134","3212,136"
01033,Valserhone,16378,"2,383","1,85","1,72","15956,254"
01034,Belley,9182,"3,994","3,516","3,234","9481,287"
01035,Belleydoux,310,"3,184","3,184","3,184","315,482"
01036,Valromey sur Seran,1326,"3,584","3,152","2,668","1394,108"
01037,Benonces,308,"1,113","0,72","0,72","311,061"
01038,Beny,754,"2,254","1,591","1,443","756,242"
01039,Beon,443,"5,355","4,739","4,041","448,78"
01040,Bereziat,486,"2,184","2,11","1,924","469,909"
01041,Bettant,748,"3,564","3,318","2,584","749,582"
01042,Bey,291,"2,422","2,299","2,234","287,197"
01043,Beynost,4754,"3,067","2,83","2,607","4707,698"
01044,Billiat,632,"1,295","0,963","0,898","602,405"
01045,Birieux,283,"3,844","3,762","3,317","266,614"
01046,Biziat,895,"1,912","1,871","1,871","869,923"
01047,Blyes,1182,"3,306","2,847","2,372","1095,093"
01049,La Boisse,3283,"3,204","2,979","2,798","3216,29"
01050,Boissey,365,"1,556","1,556","1,402","350,515"
01051,Bolozon,91,"0,495","0,412","0,412","102,65"
01052,Bouligneux,328,"3,637","3,637","3,231","339,509"
01053,Bourg en Bresse,41111,"3,699","3,124","2,836","41908,783"
01054,Bourg Saint Christophe,1457,"1,996","1,723","1,338","1373,551"
01056,Boyeux Saint Jerome,349,"0,747","0,539","0,539","351,491"
01057,Boz,519,"1,873","1,873","1,751","506,556"
01058,Bregnier Cordon,828,"1,276","0,868","0,799","831,325"
01060,Brenod,493,"1,449","1,412","1,369","522,063"
01061,Brens,1144,"3,71","3,179","2,998","1139,042"
01062,Bressolles,934,"2,147","1,967","1,736","903,083"
01063,Brion,533,"3,226","2,473","1,401","545,572"
01064,Briord,1070,"3,216","1,799","1,799","1003,072"
01065,Buellas,1812,"2,561","2,287","2,206","1822,774"
01066,La Burbanche,89,"0,218","0,218","0,218","88,441"
01067,Ceignes,255,"2,029","1,756","1,14","244,312"
01068,Cerdon,775,"2,196","1,886","1,556","803,405"
01069,Certines,1503,"3,565","3,155","2,972","1452,127"
01071,Cessy,4808,"2,809","2,654","2,46","4430,442"
01072,Ceyzeriat,3194,"3,342","2,977","2,754","3223,576"
01073,Ceyzerieu,1000,"5,4","4,906","4,315","1036,26"
01074,Chalamont,2589,"3,093","2,86","2,411","2574,241"
01075,Chaleins,1382,"2,68","2,453","2,175","1310,43"
01076,Chaley,125,"1,015","1,015","0,802","139,198"
01077,Challes la Montagne,196,"0,912","0,848","0,657","200,737"
01078,Challex,1557,"1,648","1,295","1,139","1544,254"
01079,Champagne en Valromey,811,"2,818","2,357","1,873","901,825"
01080,Champdor Corcelles,643,"1,926","1,926","1,926","649,807"
01081,Champfromier,735,"1,212","1,083","1,083","740,592"
01082,Chanay,628,"0,679","0,607","0,542","583,249"
01083,Chaneins,927,"2,67","2,421","2,282","890,06"
01084,Chanoz Chatenay,895,"1,857","1,826","1,826","871,173"
01085,La Chapelle du Chatelard,400,"3,455","3,403","2,976","389,359"
01087,Charix,282,"0,521","0,484","0,145","281,89"
01088,Charnoz sur Ain,903,"2,594","2,311","1,76","868,574"
01089,Chateau Gaillard,2253,"4,561","4,101","3,513","2152,062"
01090,Chatenay,356,"1,814","1,611","1,343","359,858"
01092,Chatillon la Palud,1604,"3,513","3,14","2,636","1580,685"
01093,Chatillon sur Chalaronne,4931,"1,888","1,847","1,762","5244,522"
01094,Chavannes sur Reyssouze,761,"1,562","1,562","1,521","771,279"
01095,Nivigne et Suran,853,"2,213","2,09","1,941","827,943"
01096,Chaveyriat,1034,"1,992","1,931","1,874","1013,922"
01098,Chazey Bons,1159,"4,306","3,781","3,458","1167,537"
01099,Chazey sur Ain,1566,"3,739","3,303","2,645","1544,807"
01100,Cheignieu la Balme,131,"2,249","2,125","1,802","147,216"
01101,Chevillard,152,"1,041","0,848","0,424","154,528"
01102,Chevroux,961,"1,978","1,978","1,835","919,042"
01103,Chevry,2149,"2,765","2,434","2,219","1999,506"
01104,Chezery Forens,461,"0,633","0,633","0,633","453,744"
01105,Civrieux,1829,"4,058","4,014","3,501","1750,503"
01106,Cize,179,"1,766","1,638","1,543","184,711"
01107,Cleyzieu,133,"0,37","0,37","0,158","133,438"
01108,Coligny,1176,"2,856","1,668","1,594","1287,451"
01109,Collonges,2226,"2,246","1,887","1,706","2041,717"
01110,Colomieu,156,"0,818","0,694","0,694","158,442"
01111,Conand,132,"0,74","0,74","0,315","133,241"
01112,Condamine,450,"2,306","1,846","1,07","421,888"
01113,Condeissiat,817,"1,869","1,808","1,694","797,768"
01114,Confort,667,"2,159","1,77","1,77","698,786"
01115,Confrançon,1333,"2,219","2,044","1,899","1264,494"
01116,Contrevoz,498,"2,567","2,319","2,158","519,657"
01117,Conzieu,151,"0,818","0,694","0,694","148,962"
01118,Corbonod,1278,"1,202","1,202","1,095","1298,763"
01121,Corlier,116,"1,589","1,472","1,429","112,262"
01123,Cormoranche sur Saone,1162,"3,491","3,273","3,106","1165,802"
01124,Cormoz,689,"1,895","1,482","1,482","699,136"
01125,Corveissiat,612,"1,782","1,782","1,707","602,932"
01127,Courmangoux,508,"1,905","1,277","1,128","526,972"
01128,Courtes,305,"2,029","2,029","1,957","309,636"
01129,Crans,291,"1,508","1,293","1,018","306,366"
01130,Bresse Vallons,2363,"2,125","1,781","1,563","2255,639"
01133,Cressin Rochefort,394,"4,36","3,913","3,524","403,396"
01134,Crottet,1758,"4,075","3,904","3,598","1761,574"
01135,Crozet,2171,"1,756","1,594","1,401","2032,443"
01136,Cruzilles les Mepillat,893,"2,463","2,381","2,364","868,009"
01138,Culoz,3004,"3,934","3,595","3,058","3054,709"
01139,Curciat Dongalon,444,"1,534","1,534","1,534","470,865"
01140,Curtafond,767,"1,898","1,723","1,578","791,038"
01141,Cuzieu,453,"5,208","4,682","4,199","461,789"
01142,Dagneux,4777,"3,58","3,295","2,905","4528,291"
01143,Divonne les Bains,9951,"2,078","2,045","1,916","9692,364"
01145,Dompierre sur Veyle,1179,"1,829","1,648","1,431","1168,456"
01146,Dompierre sur Chalaronne,436,"2,181","2,099","2,099","412,647"
01147,Domsure,492,"2,193","1,125","1,125","496,198"
01148,Dortan,1879,"2,028","1,516","1,304","1875,808"
01149,Douvres,1076,"3,191","2,871","2,509","1062,653"
01150,Drom,214,"2,208","2,02","1,827","206,958"
01151,Druillat,1146,"3,165","2,788","2,477","1171,355"
01152,echallon,748,0,0,0,"744,752"
01153,echenevex,2115,"2,539","2,344","2,13","1973,201"
01155,evosges,143,"0,001","0,001","0,001","147,686"
01156,Faramans,815,"2,048","1,814","1,438","784,026"
01157,Fareins,2250,"3,383","3,109","2,83","2229,474"
01158,Farges,1048,"1,801","1,506","1,282","999,032"
01159,Feillens,3365,"4,05","3,95","3,603","3424,452"
01160,Ferney Voltaire,10026,"1,849","1,569","1,482","9465,089"
01162,Flaxieu,65,"4,816","4,268","3,779","64,376"
01163,Foissiat,2038,"1,807","1,563","1,345","2091,768"
01165,Francheleins,1594,"3,008","2,717","2,48","1520,53"
01166,Frans,2423,"3,068","2,925","2,587","2380,436"
01167,Garnerans,634,"1,795","1,616","1,616","640,635"
01169,Genouilleux,641,"2,91","2,48","2,393","607,753"
01170,Beard Geovreissiat,1053,"2,319","1,743","0,967","979,591"
01171,Geovreisset,844,"2,065","1,428","1,272","830,874"
01173,Gex,13121,"2,593","2,465","2,271","12158,134"
01174,Giron,178,"3,168","3,168","3,168","177,305"
01175,Gorrevod,784,"1,698","1,698","1,617","782,479"
01177,Grand Corent,183,"1,395","1,331","1,256","191,7"
01179,Grieges,1881,"3,381","3,249","3,066","1940,74"
01180,Grilly,839,"2,513","2,422","2,269","833,568"
01181,Groissiat,1241,"2,585","1,912","1,418","1260,659"
01183,Guereins,1479,"2,531","2,199","2,084","1455,502"
01184,Hautecourt Romaneche,763,"2,532","2,341","2,127","765,209"
01185,Plateau d Hauteville,4844,"1,927","1,927","1,927","5216,798"
01187,Haut Valromey,618,"0,923","0,769","0,769","664,573"
01188,Illiat,663,"2,225","2,103","2,103","638,655"
01189,Injoux Genissiat,1115,"0,853","0,579","0,449","1060,112"
01190,Innimond,87,"0,111",0,0,"94,749"
01191,Izenave,154,"1,449","1,412","1,369","158,005"
01192,Izernore,2277,"2,114","1,615","1,234","2173,189"
01193,Izieu,222,"0,522","0,418","0,349","236,521"
01194,Jassans Riottier,6346,"5,098","4,834","4,37","6488,357"
01195,Jasseron,1783,"3,768","3,272","2,894","1824,781"
01196,Jayat,1226,"2,047","1,9","1,682","1167,429"
01197,Journans,351,"3,328","2,933","2,785","359,073"
01198,Joyeux,268,"2,892","2,759","2,408","253,579"
01199,Jujurieux,2137,"2,855","2,454","2,142","2124,013"
01200,Labalme,214,"1,377","1,224","0,946","207,81"
01202,Lagnieu,7161,"3,06","2,406","2,21","7199,107"
01203,Laiz,1313,"2,92","2,788","2,645","1286,085"
01204,Le Poizat Lalleyriat,735,"0,46","0,423","0,085","711,688"
01206,Lantenay,277,"1,032","0,958","0,873","279,27"
01207,Lapeyrouse,317,"3,883","3,883","3,385","303,397"
01208,Lavours,131,"4,938","4,451","4,016","141,453"
01209,Leaz,778,"2,688","2,226","2,088","738,415"
01210,Lelex,228,0,0,0,"234,03"
01211,Lent,1395,"1,844","1,732","1,487","1368,3"
01212,Lescheroux,718,"1,751","1,678","1,532","719,268"
01213,Leyment,1341,"4,179","3,758","3,109","1275,362"
01214,Leyssard,158,"1,018","0,898","0,76","159,861"
01215,Surjoux Lhopital,140,"1,118","0,916","0,851","141,48"
01216,Lhuis,894,"1,637","0,755","0,755","950,392"
01219,Lompnas,164,"0,196","0,085","0,085","169,376"
01224,Loyettes,3225,"2,872","2,699","2,412","3027,762"
01225,Lurcy,372,"2,207","1,917","1,716","380,769"
01227,Magnieu,643,"4,276","3,798","3,516","652,971"
01228,Maillat,660,"2,921","2,379","1,507","648,993"
01229,Malafretaz,1235,"1,815","1,502","1,283","1231,691"
01230,Mantenay Montlin,312,"2,146","2,072","1,927","316,792"
01231,Manziat,1948,"2,777","2,726","2,472","1971,033"
01232,Marboz,2276,"2,589","1,865","1,72","2334,307"
01233,Marchamp,130,"0,222",0,0,"135,185"
01234,Marignieu,169,"3,941","3,64","3,257","177,128"
01235,Marlieux,1159,"3,128","3,077","2,621","1127,677"
01236,Marsonnas,1011,"2,1","1,953","1,735","1002,697"
01237,Martignat,1667,"2,532","1,858","1,364","1613,522"
01238,Massieux,2670,"4,167","4,05","3,626","2624,041"
01239,Massignieu de Rives,620,"3,796","3,296","3,115","632,15"
01240,Matafelon Granges,627,"1,297","1,013","0,97","619,765"
01241,Meillonnas,1356,"2,456","2,107","1,758","1367,58"
01242,Merignat,135,"2,387","1,998","1,668","126,07"
01243,Messimy sur Saone,1253,"2,76","2,462","2,207","1237,258"
01244,Meximieux,7923,"2,64","2,304","1,746","7782,675"
01245,Bohas Meyriat Rignat,943,"3,456","3,136","2,804","933,5"
01246,Mezeriat,2217,"2,108","2,007","1,934","2196,855"
01247,Mijoux,312,0,0,0,"307,349"
01248,Mionnay,2197,"3,67","3,55","3,144","2135,091"
01249,Miribel,10122,"2,497","2,35","2,191","9935,619"
01250,Miserieux,1974,"2,337","2,282","1,95","1872,633"
01252,Mogneneins,786,"2,189","1,843","1,814","784,074"
01254,Montagnat,2116,"4,282","3,744","3,441","2100,032"
01255,Montagnieu,647,"1,299","0,72","0,72","634,589"
01257,Montanges,351,"1,212","1,083","1,083","347,676"
01258,Montceaux,1190,3,"2,669","2,515","1154,802"
01259,Montcet,702,"2,042","1,88","1,823","668,516"
01260,Le Montellier,302,"3,394","3,282","2,847","291,046"
01261,Monthieux,668,"3,419","3,419","2,974","662,636"
01262,Montluel,6886,"3,377","3,077","2,812","6781,106"
01263,Montmerle sur Saone,3772,"2,627","2,336","2,177","3837,272"
01264,Montracol,1016,"2,695","2,421","2,283","992,826"
01265,Montreal la Cluse,3456,"2,236","1,743","0,967","3359,831"
01266,Montrevel en Bresse,2576,"2,289","2,022","1,804","2769,201"
01267,Nurieux Volognat,1025,"2,93","2,177","1,401","1001,396"
01268,Murs et Gelignieux,246,"2,106","1,721","1,591","251,492"
01269,Nantua,3454,"1,632","1,439","0,424","3438,786"
01272,Neuville les Dames,1500,"2,54","2,469","2,412","1546,57"
01273,Neuville sur Ain,1800,"3,599","3,022","2,735","1764,821"
01274,Les Neyrolles,645,"1,855","1,652","0,68","614,1"
01275,Neyron,2569,"2,405","2,258","2,112","2538,54"
01276,Nievroz,1624,"3,561","3,239","2,974","1550,522"
01277,Nivollet Montgriffon,117,"1,152","1,072","0,859","119,039"
01279,Oncieu,80,"1,112","1,112","0,475","87,476"
01280,Ordonnaz,138,"0,001","0,001","0,001","143,243"
01281,Ornex,4483,"2,61","2,331","2,178","4218,344"
01282,Outriaz,258,"1,328","1,254","0,873","257,004"
01283,Oyonnax,22456,"2,594","1,862","1,706","22047,944"
01284,Ozan,694,"1,614","1,614","1,455","670,957"
01285,Parcieux,1229,"4,064","3,956","3,559","1174,616"
01286,Parves et Nattages,951,"2,088","1,805","1,624","980,762"
01288,Peron,2717,"1,504","1,209","1,053","2498,659"
01289,Peronnas,6520,"3,51","3,124","2,825","6831,829"
01290,Perouges,1273,"2,602","2,266","1,746","1302,749"
01291,Perrex,842,"1,668","1,597","1,559","840,137"
01293,Peyriat,148,"1,995","1,579","1,102","145,388"
01294,Peyrieu,886,"2,915","2,456","2,301","881,856"
01295,Peyzieux sur Saone,686,"2,189","1,842","1,786","617,701"
01296,Pirajoux,420,"2,174","1,364","1,291","416,488"
01297,Pizay,867,"2,014","1,762","1,479","837,438"
01298,Plagne,150,0,0,0,"154,436"
01299,Le Plantay,584,"3,825","3,722","3,155","561,424"
01301,Polliat,2547,"2,752","2,389","2,235","2597,543"
01302,Pollieu,163,"4,816","4,268","3,779","179,23"
01303,Poncin,1699,"2,818","2,369","2,082","1703,611"
01304,Pont d Ain,2924,"4,354","3,896","3,347","2913,59"
01305,Pont de Vaux,2213,"2,209","2,209","2,128","2422,234"
01306,Pont de Veyle,1641,"4,016","3,845","3,577","1722,339"
01307,Port,836,"2,532","2,038","0,967","857,741"
01308,Pougny,807,"1,325","1,141","1,029","785,688"
01309,Pouillat,85,"1,578","1,337","1,262","86,012"
01310,Premeyzel,251,"1,471","1,079","1,019","248,673"
01311,Premillieu,44,"0,642","0,642","0,642","45,083"
01313,Prevessin Moens,8711,"2,358","1,967","1,836","8017,869"
01314,Priay,1729,"3,34","3,012","2,547","1696,158"
01317,Ramasse,330,"2,524","2,397","2,108","323,328"
01318,Rance,726,"3,67","3,658","3,143","688,749"
01319,Relevant,466,"2,635","2,635","2,462","465,034"
01320,Replonges,3791,"3,765","3,664","3,346","3795,922"
01321,Revonnas,888,"3,898","3,545","3,227","852,575"
01322,Reyrieux,4984,"2,787","2,755","2,452","4945,526"
01323,Reyssouze,989,"2,005","2,005","1,924","999,362"
01325,Rignieux le Franc,1032,"1,91","1,665","1,231","1003,529"
01328,Romans,597,"3,114","3,114","2,883","621,428"
01329,Rossillon,153,"1,648","1,524","1,363","169,361"
01330,Ruffieu,182,"1,261","1,261","1,1","199,378"
01331,Saint Alban,187,"1,64","1,459","1,129","193,982"
01332,Saint Andre de Bage,779,"3,478","3,427","3,182","757,663"
01333,Saint Andre de Corcy,3369,"3,053","3,053","2,663","3368,853"
01334,Saint Andre d Huiriat,658,"2,126","2,044","2,044","624,268"
01335,Saint Andre le Bouchoux,402,"2,958","2,928","2,64","383,497"
01336,Saint Andre sur Vieux Jonc,1174,"2,454","2,204","2,008","1149,56"
01337,Saint Benigne,1311,"1,741","1,741","1,701","1312,216"
01338,Groslee Saint Benoit,1227,"1,306","0,589","0,555","1231,203"
01339,Saint Bernard,1463,"4,979","4,774","4,35","1547,298"
01342,Sainte Croix,554,"2,219","2,141","1,952","529,738"
01343,Saint Cyr sur Menthon,1793,"3,091","2,97","2,835","1746,274"
01344,Saint Denis les Bourg,5943,"3,827","3,32","3,079","6199,983"
01345,Saint Denis en Bugey,2266,"4,647","4,127","3,517","2259,862"
01346,Saint Didier d Aussiat,858,"1,732","1,588","1,442","852,339"
01347,Saint Didier de Formans,2035,"3,392","3,306","2,961","2002,531"
01348,Saint Didier sur Chalaronne,2938,"2,597","2,276","2,262","2920,954"
01349,Saint eloi,503,"2,955","2,668","2,169","501,473"
01350,Saint etienne du Bois,2542,"3,043","2,393","2,066","2593,394"
01351,Saint etienne sur Chalaronne,1571,"2,007","1,801","1,787","1500,074"
01352,Saint etienne sur Reyssouze,583,"1,39","1,39","1,277","576,554"
01353,Sainte Euphemie,1700,"3,61","3,424","3,048","1599,997"
01354,Saint Genis Pouilly,13943,"2,271","1,866","1,715","12744,311"
01355,Saint Genis sur Menthon,486,"3,441","3,2","2,971","474,562"
01356,Saint Georges sur Renon,208,"2,512","2,512","2,281","198,506"
01357,Saint Germain de Joux,502,"1,461","1,295","0,956","487,301"
01358,Saint Germain les Paroisses,429,"1,839","1,591","1,591","439,969"
01359,Saint Germain sur Renon,246,"3,538","3,487","3,088","250,769"
01360,Saint Jean de Gonville,1895,"1,884","1,494","1,364","1790,444"
01361,Saint Jean de Niost,1577,"3,021","2,652","2,162","1540,458"
01362,Saint Jean de Thurigneux,786,"3,873","3,873","3,333","754,71"
01363,Saint Jean le Vieux,1772,"3,623","3,173","2,74","1772,897"
01364,Saint Jean sur Reyssouze,756,"2,136","2,086","1,9","781,849"
01365,Saint Jean sur Veyle,1162,"2,962","2,87","2,687","1155,002"
01366,Sainte Julie,1082,"3,285","2,972","2,329","1012,733"
01367,Saint Julien sur Reyssouze,746,"2,427","2,354","2,135","757,143"
01368,Saint Julien sur Veyle,838,"2,152","2,111","2,111","802,932"
01369,Saint Just,942,"3,618","3,193","2,889","966,333"
01370,Saint Laurent sur Saone,1688,"4,513","4,332","3,925","1700,682"
01371,Saint Marcel,1242,"2,959","2,959","2,62","1150,049"
01372,Saint Martin de Bavel,444,"4,55","3,995","3,511","433,927"
01373,Saint Martin du Frêne,1023,"2,792","2,251","1,179","1028,731"
01374,Saint Martin du Mont,1871,"2,373","2,083","2,039","1854,223"
01375,Saint Martin le Chatel,782,"2,673","2,266","2,04","783,282"
01376,Saint Maurice de Beynost,3962,"4,359","3,987","3,653","3933,674"
01378,Saint Maurice de Gourdans,2645,"2,045","1,774","1,458","2565,043"
01379,Saint Maurice de Remens,760,"4,341","3,948","3,286","733,175"
01380,Saint Nizier le Bouchoux,632,"1,651","1,651","1,578","668,255"
01381,Saint Nizier le Desert,921,"2,403","2,25","1,807","861,777"
01382,Sainte Olive,279,"3,529","3,529","3,093","274,659"
01383,Saint Paul de Varax,1562,"2,755","2,673","2,334","1524,799"
01384,Saint Rambert en Bugey,2188,"1,502","1,502","0,745","2226,342"
01385,Saint Remy,985,"2,319","1,999","1,861","981,198"
01386,Saint Sorlin en Bugey,1127,"4,296","3,285","2,968","1115,586"
01387,Saint Sulpice,256,"1,688","1,615","1,429","240,637"
01388,Saint Trivier de Courtes,1102,"1,865","1,865","1,792","1229,868"
01389,Saint Trivier sur Moignans,1834,"3,153","2,945","2,703","1838,776"
01390,Saint Vulbas,1246,"2,434","2,098","1,795","1226,366"
01391,Salavre,271,"2,294","1,253","1,178","298,437"
01392,Samognat,656,"1,476","1,011","0,955","635,341"
01393,Sandrans,544,"3,237","3,237","2,891","509,49"
01396,Sault Brenaz,977,"3,91","2,605","2,568","983,849"
01397,Sauverny,978,"2,729","2,611","2,459","972,927"
01398,Savigneux,1421,"3,366","3,271","2,844","1347,023"
01399,Segny,2107,"2,763","2,51","2,315","2011,958"
01400,Seillonnaz,139,"0,282","0,171","0,171","141,766"
01401,Sergy,2167,"1,724","1,452","1,28","2072,848"
01402,Sermoyer,652,"2,962","2,796","2,695","673,703"
01403,Serrieres de Briord,1295,"2,663","1,592","1,592","1294,933"
01404,Serrieres sur Ain,135,"1,858","1,73","1,539","146,065"
01405,Servas,1280,"1,591","1,531","1,359","1207,415"
01406,Servignat,174,"1,884","1,884","1,811","178,516"
01407,Seyssel,1002,"1,829","1,676","1,398","987,308"
01408,Simandre sur Suran,661,"1,863","1,736","1,564","645,738"
01410,Sonthonnax la Montagne,300,"0,829","0,544","0,206","289,14"
01411,Souclin,273,"1,921","1,365","1,365","267,51"
01412,Sulignat,595,"2,468","2,427","2,427","576,307"
01415,Talissieu,499,"4,761","4,237","3,646","550,246"
01416,Tenay,1014,"1,385","1,385","0,96","1062,295"
01418,Thil,1087,"3,379","3,138","2,923","1055,076"
01419,Thoiry,6021,"1,219","0,969","0,839","5661,671"
01420,Thoissey,1690,"2,687","2,367","2,339","1817,733"
01421,Torcieu,729,"2,875","2,812","1,813","728,484"
01422,Tossiat,1355,"3,71","3,236","3,088","1357,375"
01423,Toussieux,1124,"2,767","2,743","2,365","1059,151"
01424,Tramoyes,1776,"2,968","2,875","2,613","1739,073"
01425,La Trancliere,288,"2,528","2,318","2,135","288,64"
01426,Val Revermont,2538,"1,897","1,551","1,305","2536,437"
01427,Trevoux,6920,"3,949","3,844","3,421","6649,506"
01428,Valeins,126,"2,548","2,3","2,241","115,849"
01429,Vandeins,707,"1,584","1,477","1,477","683,28"
01430,Varambon,619,"2,977","2,599","2,289","607,8"
01431,Vaux en Bugey,1227,"3,378","3,002","2,565","1226,028"
01432,Verjon,323,"2,144","1,369","1,22","320,683"
01433,Vernoux,313,"1,584","1,584","1,584","291,77"
01434,Versailleux,472,"4,166","3,981","3,42","458,375"
01435,Versonnex,2157,"2,899","2,712","2,518","2044,782"
01436,Vesancy,481,"2,263","2,263","2,114","481,994"
01437,Vescours,223,"2,358","2,275","2,224","223,362"
01439,Vesines,99,"2,777","2,726","2,472","97,293"
01441,Vieu d Izenave,734,"1,541","1,43","1,006","712,443"
01443,Villars les Dombes,4978,"3,588","3,537","3,022","5075,513"
01444,Villebois,1196,"2,938","1,915","1,915","1174,665"
01445,Villemotier,615,"2,278","1,444","1,369","593,713"
01446,Villeneuve,1548,"3,836","3,658","3,256","1454,571"
01447,Villereversure,1342,"2,355","2,163","1,948","1395,684"
01448,Villes,389,"1,874","1,413","1,348","379,904"
01449,Villette sur Ain,759,"3,533","3,16","2,656","726,472"
01450,Villieu Loyes Mollon,3717,"2,435","2,164","1,621","3573,565"
01451,Viriat,6595,"4,436","3,72","3,388","6592,835"
01452,Virieu le Grand,1132,"4,268","3,713","3,229","1124,657"
01453,Arviere en Valromey,710,"2,818","2,357","1,873","738,482"
01454,Virignin,1112,"3,71","3,179","2,998","1057,854"
01456,Vongnes,71,"4,287","3,863","3,373","80,54"
01457,Vonnas,3181,"1,742","1,742","1,742","3211,87"
02001,Abbecourt,502,"3,072","2,862","2,421","487,711"
02002,Achery,610,"3,23","2,253","1,563","603,241"
02003,Acy,1021,"2,175","1,989","1,628","1029,941"
02004,Agnicourt et Sechelles,182,"2,862","2,682","1,767","184,215"
02005,Aguilcourt,380,"2,898","1,79","1,503","371,443"
02006,Aisonville et Bernoville,262,"4,177","3,051","2,812","266,105"
02007,Aizelles,122,"2,887","2,195","2,051","124,441"
02008,Aizy Jouy,294,"2,222","2,109","1,842","277,098"
02009,Alaincourt,534,"2,869","2,06","1,407","527,05"
02010,Allemant,173,"2,996","2,541","2,066","159,671"
02011,Ambleny,1138,"2,745","2,522","2,17","1147,116"
02012,Ambrief,71,"2,902","2,477","1,885","67,56"
02013,Amifontaine,386,"2,695","2,004","1,86","377,34"
02014,Amigny Rouy,729,"3,302","2,709","2,191","717,177"
02015,Ancienville,72,"1,482","0,969","0,723","71,952"
02016,Andelain,216,"3,298","2,416","1,901","208,869"
02017,Anguilcourt le Sart,323,"2,67","1,896","1,242","308,535"
02018,Anizy le Grand,2574,"2,281","1,866","1,559","2596,971"
02019,Annois,362,"2,802","2,187","2,029","368,047"
02020,Any Martin Rieux,455,"4,905","3,986","3,417","466,166"
02021,Archon,84,"3,864","3,864","3,014","83,662"
02022,Arcy Sainte Restitue,403,"2,079","1,789","1,629","407,325"
02023,Armentieres sur Ourcq,102,"2,126","1,743","1,607","102,683"
02024,Arrancy,51,"1,318","1,139","1,139","55,218"
02025,Artemps,367,"1,567","1,094","1,025","358,188"
02027,Assis sur Serre,214,"1,97","1,349","0,782","221,087"
02028,Athies sous Laon,2606,"2,479","2,004","1,967","2617,714"
02029,Attilly,354,"2,501","2,192","1,898","356,138"
02030,Aubencheul aux Bois,257,"3,393","2,99","2,913","270,172"
02031,Aubenton,661,"4,405","3,756","3,37","678,835"
02032,Aubigny aux Kaisnes,253,"2,331","1,721","1,687","241,584"
02033,Aubigny en Laonnois,104,"2,615","2,067","2,067","101,843"
02034,Audignicourt,121,"0,523","0,523","0,523","114,228"
02035,Audigny,280,"3,14","2,03","1,906","264,427"
02036,Augy,72,"3,007","2,837","2,555","76,269"
02037,Aulnois sous Laon,1386,"3,491","2,775","2,561","1355,169"
02038,Les Autels,59,"2,041","2,041","1,68","67,624"
02039,Autremencourt,173,"2,101","1,401","0,859","158,966"
02040,Autreppes,180,"2,015","1,742","1,739","179,949"
02041,Autreville,807,"2,898","2,643","2,299","821,962"
02042,Azy sur Marne,384,"2,981","2,546","1,893","390,907"
02043,Bagneux,65,"1,503","1,388","1,144","64,481"
02044,Bancigny,25,"3,465","3,117","2,69","24,876"
02046,Barenton Bugny,557,"2,873","2,081","1,793","551,066"
02047,Barenton Cel,108,"3,033","2,24","1,952","106,889"
02048,Barenton sur Serre,133,"2,513","1,609","1,082","128,18"
02049,Barisis aux Bois,739,"3,322","2,669","2,18","758,972"
02050,Barzy en Thierache,323,"3,212","2,378","2,18","320,786"
02051,Barzy sur Marne,391,"3,863","3,863","3,712","409,089"
02052,Bassoles Aulers,135,"1,976","1,561","1,404","137,294"
02053,Vallees en Champagne,571,"2,613","2,613","2,613","583,961"
